Offense Code,Offense_Category,Suggested Bin,Offense,Citation,Statute,L/D
50080001,3300,bin_33_perjury_contemp_of_court,UNL GIVE EVIDENCE TO FEDERAL GOVERNMENT,161.012(b),HSC,M*
50100001,3300,bin_33_perjury_contemp_of_court,CONTEMPT OF LEGISLATIVE COMMITTEE,301.026(a),GC,M*
50130001,3400,bin_34_bail_jump_no_show_court_jail,UNAUTH ABSENCE COMMUNITY CORRECTION FACILITY,38.113(a),PC,FS
50150000,3400,,,,,
50150003,3400,bin_34_bail_jump_no_show_court_jail,BAIL JUMPING AND FAIL TO APPEAR,38.10(d),PC,MA
50150004,3400,bin_34_bail_jump_no_show_court_jail,BAIL JUMPING AND FAIL TO APPEAR FELONY,38.10(f),PC,F3
50150005,3400,bin_34_bail_jump_no_show_court_jail,FAIL TO APPEAR COUNTY CIVIL SERVICE SUBPOENA,158.0095(e),LGC,M*
50150006,3400,bin_34_bail_jump_no_show_court_jail,FAIL TO APPEAR SHERIFF CIVIL SERVICE SUBPOENA,158.0355(e),LGC,M*
50160001,3500,bin_35_violation_orders_conflict_interest_interference_records,VIOL CEASE & DESIST ORDER: SALE OF SECURITIES,581-29(D),VCS,F*
50160002,3500,bin_35_violation_orders_conflict_interest_interference_records,VIOL OF COURT ORDER PUBLIC NUISANCES,125.066,CPR,M*
50160003,3500,bin_35_violation_orders_conflict_interest_interference_records,VIOL STATE ATTY FILED PROTECTIVE ORDER IAT,25.07(g)(1),PC,FS
50160004,3500,bin_35_violation_orders_conflict_interest_interference_records,VIOL BOND/PROTECTIVE ORDER 2+ PREV CONV IAT,25.07(g)(2)(A),PC,F3
50160005,3500,bin_35_violation_orders_conflict_interest_interference_records,VIOL BOND/PROTECTIVE ORDER ASSAULT/STALK IAT,25.07(g)(2)(B),PC,F3
50990001,3500,bin_35_violation_orders_conflict_interest_interference_records,HINDER PROCEEDINGS BY DISORDERLY COND,38.13,PC,MA
50990003,3500,bin_35_violation_orders_conflict_interest_interference_records,PROH CONFLICTS OF INTEREST,305.031,GC,MA
50990004,3500,bin_35_violation_orders_conflict_interest_interference_records,PROH CONFLICTS OF INTEREST,305.031,GC,F3
50990005,3500,bin_35_violation_orders_conflict_interest_interference_records,SPEAKER CANDIDATE OF HOUSE PENALTIES,302.021(a),GC,M*
50990006,3500,bin_35_violation_orders_conflict_interest_interference_records,CORPORATE REF TO ALLOW AG OFFICE EXAM OF DOCUM,1302-5.05,VCS,M*
50990007,3500,bin_35_violation_orders_conflict_interest_interference_records,INTERFER W/AUDIT INVESTIGATION BY STATE AUDIT,321.019(a)(2),GC,M*
50990010,3500,bin_35_violation_orders_conflict_interest_interference_records,PROH INTERFER W/ACCESS OR INSPECTION,88.092,NRC,M*
50990015,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE TO ALLOW INSPECTION BANK RECORDS,548b(9),VCS,M*
50990016,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE TO ALLOW INVESTIGATION BOARD OF HEALTH,143.015(2),HSC,M*
50990022,3500,bin_35_violation_orders_conflict_interest_interference_records,LIMIT CONTRIBUTION OUT OF STATE COMMITTEE,253.032,EC,MA
50990023,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO PRODUCE REC TO COMPT >= $20 < $200,151.7075(d)(2),TC,MB
50990024,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO PRODUCE REC TO COMPT >= $200 < $750,151.7075(d)(3),TC,MA
50990025,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO PRODUCE REC TO COMPT >= $750 < $20K,151.7075(d)(4),TC,F3
50990026,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO PRODUCE REC TO COMPT >= $20K,151.7075(d)(5),TC,F2
50990027,3500,bin_35_violation_orders_conflict_interest_interference_records,COUNTY EMERGENCY BOARD REFUSES MILITIA DUTY,431.074(b),GC,M*
50990029,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL ASSIST W/ASSEMBLY OF CATTLE TB W/PREV IAT,162.013(b),AGC,MB
50990030,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO ASSIST TO GATHER CATTLE BC W/PREV IAT,163.082(b),AGC,MB
50990031,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE ENTRY TO ANIMAL HEALTH COMM W/PREV IAT,163.083(b),AGC,MB
50990032,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE TO PAY INSP FEE/SUBMIT RECORDS W/PREV,63.146(b),AGC,MB
50990033,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE ENT FOR PEST/DISEASE CONTROL W/PREV IAT,161.138(b),AGC,MB
50990034,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE INSPECTION OF SHIPMENT W/PREV CONV IAT,161.139(b),AGC,MB
50990035,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE EXAM OF LIVESTOCK/CARCASS W/PREV IAT,161.140(b),AGC,MB
50990036,3500,bin_35_violation_orders_conflict_interest_interference_records,REFUSE TO PROVIDE ACCESS TO ANIMAL W/PREV IAT,161.1405(b),AGC,MB
50990037,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO SIGN AFFIDAVIT: REQUESTOR 4 YOA<15 YOA,129.029(c)(1),HSC,MB
50990038,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO SIGN AFFIDAVIT: REQUESTOR >= 15 YOA,129.029(c)(2),HSC,MA
50990039,3500,bin_35_violation_orders_conflict_interest_interference_records,TAMPER W/SEARCH WARRANT IAT,37.10(c)(2)(D),PC,F3
50990040,3500,bin_35_violation_orders_conflict_interest_interference_records,OBSTRUCTION OR RETALIATION AGAINST JUROR,36.06(c)(1),PC,F2
50990041,3500,bin_35_violation_orders_conflict_interest_interference_records,OBSTRUCTION OR RETALIATION,36.06(c),PC,F3
50990042,3500,bin_35_violation_orders_conflict_interest_interference_records,OBSTRUCT/RETALIAT WEB ADD/PHN BOD INJ PUB SERV,36.06(c)(2),PC,F2
50990043,3500,bin_35_violation_orders_conflict_interest_interference_records,INTERFERE W/OMBUDSMAN/REPRESENTATIVE,101A.264(b),HRC,MB
50990044,3500,bin_35_violation_orders_conflict_interest_interference_records,RETALIATE RESIDENT/EMPLOYEE,101A.264(b),HRC,MB
50990045,3500,bin_35_violation_orders_conflict_interest_interference_records,FAIL TO COMPLY W/IMMIGRATION DETAINER REQUEST,39.07(b),PC,MA
50999999,3500,bin_35_violation_orders_conflict_interest_interference_records,OBSTRUCTION OF JUSTICE CLASS C,CLASS C,X,MC
51010003,3500,bin_35_violation_orders_conflict_interest_interference_records,GIFT TO PUB SERV BY PERSON IN HIS JURISDICTION,36.08,PC,MA
51020001,3500,bin_35_violation_orders_conflict_interest_interference_records,LEGISLATIVE BRIBERY PROMISE/THREAT,302.032(a),GC,F*
51020003,3500,bin_35_violation_orders_conflict_interest_interference_records,OFFER GIFT TO PUBLIC SERVANT,36.09,PC,MA
51030004,3500,bin_35_violation_orders_conflict_interest_interference_records,RECEIPT OF THING OF VALUE FOR WELFARE,846.107(b),IC,F3
51040001,3500,bin_35_violation_orders_conflict_interest_interference_records,INDUCED APPRAISAL FOR MORTGAGE LOAN,103.002(b),BCC,MA
51050001,3500,bin_35_violation_orders_conflict_interest_interference_records,UNAUTHORIZED POLIT CONTRIB/ACTIVITY TO BOARD,7.108,EDC,MB
51050002,3500,bin_35_violation_orders_conflict_interest_interference_records,REPRESENT TEXTBOOK PUBLISH BY FORMER BOARD,7.112,EDC,MA
51050003,3500,bin_35_violation_orders_conflict_interest_interference_records,NEPOTISM PROHIBITIONS/MISCONDUCT,573.084(b),GC,MB
51060001,3500,bin_35_violation_orders_conflict_interest_interference_records,PROH GIFT OR GRATUITY MEMBER OF GOVT AGENCY,88.094,NRC,F*
51080001,3500,bin_35_violation_orders_conflict_interest_interference_records,ACCEPT HONORARIUM,36.07,PC,MA
51110001,3500,bin_35_violation_orders_conflict_interest_interference_records,PERF-BASED COMP REGISTER VOTERS,13.008(b),EC,MA
51120001,3500,bin_35_violation_orders_conflict_interest_interference_records,ACCEPT REBATE ON TEXTBOOKS,31.152,EDC,MB
51140000,3500,,,,,
51990001,3500,bin_35_violation_orders_conflict_interest_interference_records,ATHLETE AGENT PROVIDE VALUABLE/CAUSE NCAA VIOL,2051.501(c),OC,F3
51990002,3500,bin_35_violation_orders_conflict_interest_interference_records,ACCEPTANCE OF REBATE OR OTHER INDUCEMENT,1806.156(b),IC,M*
51990017,3600,bin_36_bribery,COMMERCIAL BRIBERY,32.43(b),PC,FS
51990018,3600,bin_36_bribery,BRIBERY,36.02,PC,F2
51990019,3600,bin_36_bribery,IMPROPER INFLUENCE,36.04,PC,MA
51990020,3600,bin_36_bribery,COERCION,253.102,EC,F3
51990021,700,bin_07_coercion_politics,ACCEPT CONTRIBUTION OF CASH >$100,253.033,EC,MA
51990022,700,bin_07_coercion_politics,CONTRIBUTE PERSONAL SER/MONEY SPEAKER/CANDIDA,276.003(b),EC,MA
51990023,700,bin_07_coercion_politics,EXPENDITURE AUTH>$100 OTHER THAN CANDIDATE,302.021(d),GC,M*
51990024,700,bin_07_coercion_politics,CAMPAIGN CONTRIBUTION IN CERTAIN PUB BUILDINGS,253.039,EC,MA
51990025,700,bin_07_coercion_politics,RESTRICT ON CERTAIN PAYMENTS,253.041,EC,MA
51990026,700,bin_07_coercion_politics,CANDIDATE PAYMENTS TO PURCHASE REAL PROPERTY,253.038,EC,MA
51990027,700,bin_07_coercion_politics,CONTRIBUTE FROM EXECUTIVE/JUDICIAL OFF/EMPLOY,302.021(b),GC,M*
51990028,700,bin_07_coercion_politics,CONTRIBUTE FROM EXECUTIVE/JUDICIAL OFF/EMPLOY,302.021(e),GC,M*
51990029,700,bin_07_coercion_politics,CONTRIBUTE FROM EXECUTIVE/JUDICIAL OFF/EMPLOY,302.021(c),GC,M*
51990030,700,bin_07_coercion_politics,CONTRIBUTE EXPENDITURE IN ANOTHERS NAME,253.001,EC,MA
51990031,700,bin_07_coercion_politics,CONTRIBUTE EXPENDITURE W/O CAMPAIGN TREASURER,253.031,EC,MA
51990032,700,bin_07_coercion_politics,EXPENDITURE FROM UNL CONTRIBUTION,253.005,EC,MA
51990033,700,bin_07_coercion_politics,UNL CONTRIBUTION/EXPENDITURE BY COMMITTEE,253.101,EC,F3
51990034,700,bin_07_coercion_politics,UNL CONTRIBUTION/EXPENDITURE BY CORP/LABOR ORG,253.094,EC,F3
51990035,700,bin_07_coercion_politics,CONTRIBUTE DURING REGULAR LEGISLATIVE SESSION,253.034,EC,MA
51999999,3600,bin_36_bribery,BRIBERY CLASS C,CLASS C,X,MC
52000001,3700,,,,,
52020004,3700,bin_37_weapon_firearm_prohibited_item,DISPLAY HANDGUN LICENSE REFUSAL 2ND,411.205,GC,MB
52020005,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRY HANDGUN LIC HOLDER,46.035(g),PC,MA
52020006,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRY HANDGUN LIC HOLDER ALCH PREM/COR FAC,46.035(g),PC,F3
52020007,3700,bin_37_weapon_firearm_prohibited_item,CARRY CONCEALED AFTER ORAL COMMUNICATION IAT,30.06(d),PC,MA
52030000,3700,,,,,
52030009,3700,,,,,
52030010,3700,,,,,
52030012,3700,,,,,
52030013,3700,,,,,
52030014,3700,,,,,
52030015,3700,,,,,
52030020,3700,,,,,
52030021,3700,bin_37_weapon_firearm_prohibited_item,TAKE WEAPON FROM AN OFFICER,38.14(e),PC,F3
52030022,3700,bin_37_weapon_firearm_prohibited_item,ATTEMPT TO TAKE WEAPON FROM AN OFFICER,38.14,PC,FS
52030024,3700,,,,,
52030025,3700,bin_37_weapon_firearm_prohibited_item,PROH WEAPON,46.05(e),PC,F3
52030027,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRYING WEAPON,46.02(b),PC,MA
52030028,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRY WEAPON KNIFE SCHOOL/EDU RELATED,46.03(g-1),PC,F3
52030029,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRYING WEAPON PROHIBITED PLACES,46.03(g),PC,F3
52030030,3700,bin_37_weapon_firearm_prohibited_item,DEADLY WEAPON IN PENAL INSTITUTION,46.10(d),PC,F3
52030031,3700,bin_37_weapon_firearm_prohibited_item,PROH WEAPON IAT WFZ 46.05,46.11(a),PC,F2
52030032,3700,bin_37_weapon_firearm_prohibited_item,PROH WEAPON KNUCKLES IAT WFZ 46.05,46.11(a),PC,FS
52030033,3700,bin_37_weapon_firearm_prohibited_item,PROH WEAPON TIRE DEFLATION DEVCE IAT WFZ 46.05,46.11(a),PC,F3
52030034,3700,bin_37_weapon_firearm_prohibited_item,DEADLY WEAPON IN PENAL INST IAT WFZ 46.10,46.11(a),PC,F2
52110005,3800,bin_38_explosive_bomb,PURCHASE AMMONIUM NITRATE W/INTENT EXPLOSIVE,63.157(e),AGC,F3
52110006,3800,bin_38_explosive_bomb,KNOWINGLY SELL/BUY EXPLOSIVE DEVICE,1956.040(c-3),OC,MA
52110007,3800,bin_38_explosive_bomb,KNOWINGLY STORE EXPLOSIVE DEVICE ON PREMISES,1956.040(c-4),OC,MA
52110008,3800,bin_38_explosive_bomb,SELL/BUY/STORE EXPLOSV DETONATES SBI/DEATH IAT,1956.040(c-5),OC,F2
52110009,3800,bin_38_explosive_bomb,COMPONENTS OF EXPLOSIVES,46.09(b),PC,F3
52110010,3800,bin_38_explosive_bomb,COMPONENTS OF EXPLOSIVES IAT WFZ 46.09,46.11(a),PC,F2
52120007,3700,,,,,
52120008,3700,bin_37_weapon_firearm_prohibited_item,THREAT EXHBT/USE FIREARM SCHOOL/BUS W/POSS/ACC,37.125(b),EDC,F3
52120009,3700,bin_37_weapon_firearm_prohibited_item,UNL POSS FIREARM BY FELON,46.04(e),PC,F3
52120010,3700,bin_37_weapon_firearm_prohibited_item,UNL POSS FIREARM FAMILY/HOUSEHOLD/COURT ORDER,46.04(e),PC,MA
52120011,3700,bin_37_weapon_firearm_prohibited_item,UNL POSS FIREARM BY FELON IAT WFZ 46.04,46.11(a),PC,F2
52120012,3700,bin_37_weapon_firearm_prohibited_item,UNL POSS FRARM FAM/HSHLD/CRT ORD IAT WFZ 46.04,46.11(a),PC,FS
52130002,3700,bin_37_weapon_firearm_prohibited_item,DISCHARGE FIREARM LAKE LAVON COLLIN CO,143.023,PWC,MB
52130005,3700,bin_37_weapon_firearm_prohibited_item,DEADLY CONDUCT DISCHARGE FIREARM,22.05(b),PC,F3
52130007,3700,bin_37_weapon_firearm_prohibited_item,DISCHARGE FIREARM IN CERTAIN MUNICIPALITIES,42.12(b),PC,MA
52140005,3700,bin_37_weapon_firearm_prohibited_item,UNL TRANSF HANDGUN UNDER 18YOA,46.06(d),PC,FS
52150003,3800,bin_38_explosive_bomb,HOAX BOMBS,46.08(b),PC,MA
52150004,3800,bin_38_explosive_bomb,HOAX BOMBS IAT WFZ 46.08,46.11(a),PC,FS
52170001,3700,,,,,
52170002,3700,bin_37_weapon_firearm_prohibited_item,FIREARM SMUGGLING 3 OR MORE FIREARMS,46.14(b),PC,F2
52170003,3700,bin_37_weapon_firearm_prohibited_item,UNL TRANSF OF CERTAIN WEAPONS,46.06(d),PC,MA
52170004,3700,bin_37_weapon_firearm_prohibited_item,FIREARM SMUGGLING,46.14(b),PC,F3
52170005,3700,bin_37_weapon_firearm_prohibited_item,FIREARM SMUGGLING IAT WFZ 46.14,46.11(a),PC,F2
52170006,3700,bin_37_weapon_firearm_prohibited_item,FRARM SMUGGLE 3 OR MORE FRARMS IAT WFZ 46.14,46.11(a),PC,F1
52170007,3700,bin_37_weapon_firearm_prohibited_item,UNL TRANSF HANDGUN UNDER 18YOA IAT WFZ 46.06,46.11(a),PC,F3
52170008,3700,bin_37_weapon_firearm_prohibited_item,UNL TRANSF OF CERTAIN WEAPONS IAT WFZ 46.06,46.11(a),PC,FS
52990000,3700,,,,,
52990002,3700,bin_37_weapon_firearm_prohibited_item,MAKE FIREARM ACCESSIBLE TO CHILD DEATH/SBI,46.13(e),PC,MA
52990005,3700,bin_37_weapon_firearm_prohibited_item,ILL USE BOWS & ARROWS UNINCORP AREA ENH,235.045,LGC,MB
52990006,3700,bin_37_weapon_firearm_prohibited_item,PROH WEAPON TIRE DEFLATION DEVICE,46.05(e),PC,FS
52990008,3700,bin_37_weapon_firearm_prohibited_item,CARRY OPENLY AFTER ORAL COMMUNICATION IAT,30.07(d),PC,MA
52990009,3700,bin_37_weapon_firearm_prohibited_item,EXHIBIT FIREARMS ON CAMPUS OR SCHOOL BUS,37.125(b),EDC,F3
52990010,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRYING WEAPON ON ALCOHOL PREMISES,46.02(c),PC,F3
52990011,3700,bin_37_weapon_firearm_prohibited_item,FRARM ACCESS TO CHILD DEATH/SBI IAT WFZ 46.13,46.11(a),PC,FS
52990012,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRYING WEAPON IAT WFZ 46.02,46.11(a),PC,FS
52990013,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRY WEAPON ALCH PREMISES IAT WFZ 46.02,46.11(a),PC,F2
52990014,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRY WEAPON PROHIBIT PLACES IAT WFZ 46.03,46.11(a),PC,F2
52990015,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRY HANDGUN LIC HOLDER IAT WFZ 46.035,46.11(a),PC,FS
52990016,3700,bin_37_weapon_firearm_prohibited_item,UNL CRRY HG LIC HLDR ALCH PREM/COR FAC IAT WFZ,46.11(a),PC,F2
52990017,3700,bin_37_weapon_firearm_prohibited_item,UNL CARRY WEAPON KNIFE IAT WFZ 46.03,46.11(a),PC,MB
52999999,3700,bin_37_weapon_firearm_prohibited_item,WEAPON OFFENSE CLASS C,CLASS C,X,MC
53060000,3900,,,,,
53060001,3900,bin_39_riot_obstruction_disorderly_conduct,RIOT PARTICIPATION,42.02(a),PC,MB
53060002,3900,bin_39_riot_obstruction_disorderly_conduct,RIOT PARTICIPATION,42.02(f),PC,MA
53060003,3900,bin_39_riot_obstruction_disorderly_conduct,RIOT PARTICIPATION,42.02(f),PC,FS
53060004,3900,bin_39_riot_obstruction_disorderly_conduct,RIOT PARTICIPATION,42.02(f),PC,F3
53060005,3900,bin_39_riot_obstruction_disorderly_conduct,RIOT PARTICIPATION,42.02(f),PC,F2
53060006,3900,bin_39_riot_obstruction_disorderly_conduct,RIOT PARTICIPATION,42.02(f),PC,F1
53070001,3900,bin_39_riot_obstruction_disorderly_conduct,OBSTRUCT HIGHWAY PASSAGEWAY,42.03,PC,MB
53070002,3900,bin_39_riot_obstruction_disorderly_conduct,PROMOTE MASS GATHERING W/O PERM,751.003,HSC,M*
53070003,3900,bin_39_riot_obstruction_disorderly_conduct,PERMIT FOR MASS GATHERINGS VIOL,61.254,NRC,MB
53090003,1800,bin_18_unlawful_representation_use,ONLINE IMPERSONATION-NAME/PERSONA CREATE PAGE,33.07(a),PC,F3
53090004,1800,bin_18_unlawful_representation_use,ONLINE IMPERSONATION-EMAIL/MESS W/IDENT INFOR,33.07(b),PC,MA
53090005,1800,bin_18_unlawful_representation_use,ONLINE IMPERSONATION-W/IDENT INFO SOLICIT EMS,33.07(c),PC,F3
53090006,1800,bin_18_unlawful_representation_use,SILENT ABUSIVE CALL/ELECTR COMM TO 911 SERVICE,42.061(d),PC,MB
53100001,3900,bin_39_riot_obstruction_disorderly_conduct,DESTRUCTION OF U.S./TEXAS FLAG,42.11,PC,MA
53110002,3900,bin_39_riot_obstruction_disorderly_conduct,DISORDERLY CONDUCT +3 PRIORS,12.43(c),PC,MB
53110003,3900,bin_39_riot_obstruction_disorderly_conduct,DISORDERLY CONDUCT DISCHARGE/DISPLAY FIREARM,42.01(a)(7)(8),PC,MB
53990001,3900,bin_39_riot_obstruction_disorderly_conduct,DEADLY CONDUCT,22.05(a),PC,MA
53990002,3900,bin_39_riot_obstruction_disorderly_conduct,DISRUPT MEETING OR PROCESSION,42.05,PC,MB
53990008,3900,bin_39_riot_obstruction_disorderly_conduct,GARBAGE REFUSE AND OTHER WASTE CONDITIONS,341.013,HSC,M*
53990010,3900,bin_39_riot_obstruction_disorderly_conduct,INTERFER W/EMERGENCY REQ FOR ASSISTANCE,42.062,PC,MA
53990011,3900,bin_39_riot_obstruction_disorderly_conduct,INTERFER W/EMER REQ FOR ASSIST  W/PREV CONVIC,42.062(c),PC,FS
53990014,3900,bin_39_riot_obstruction_disorderly_conduct,FALSE ALARM OR REPORT EMERGENCY,42.06(b),PC,FS
53990015,3900,bin_39_riot_obstruction_disorderly_conduct,CAUSE PERMIT OR ALLOW PUB NUISANCE ENH,343.012,HSC,M*
53990016,3900,bin_39_riot_obstruction_disorderly_conduct,PUBLIC NUISANCE ENH,341.091,HSC,M*
53990018,3900,bin_39_riot_obstruction_disorderly_conduct,FUNERAL DISRUPTION W/IN 1000 FT CEMETARY/FACIL,42.055(b),PC,MB
53990019,3900,bin_39_riot_obstruction_disorderly_conduct,INTERFERE WITH TEXAS MILITARY FORCES,437.210(b),GC,MB
53990020,3900,bin_39_riot_obstruction_disorderly_conduct,FALSE ALARM OR REPORT,42.06(b),PC,MA
53990021,3900,bin_39_riot_obstruction_disorderly_conduct,VIOL OF EMERGENCY MANAGEMENT PLAN,418.173(b),GC,M*
53990022,4000,bin_40_unmanned_aircraft,OPERATE UNMANNED AIRCRAFT: CORR/DET/CRITCL FAC,423.0045(d),GC,MB
53990023,4000,bin_40_unmanned_aircraft,OPERATE UNMAND ARCRFT:CORR/DET/CRITCL FAC:PREV,423.0045(d),GC,MA
53990024,4000,bin_40_unmanned_aircraft,OPERATE UNMANNED AIRCRAFT OVER CAPITOL COMPLEX,411.065(b),GC,MB
53990025,4000,bin_40_unmanned_aircraft,OPERATE UNMANNED AIRCRAFT: SPORTS VENUE,423.0046(d),GC,MB
53990026,4000,bin_40_unmanned_aircraft,OPERATE UNMAND ARCRAFT:SPORT VENUE:PREV CONV,423.0046(d),GC,MA
53990027,3900,bin_39_riot_obstruction_disorderly_conduct,DAMAGE/DESTROY CRITICAL INFRASTRUCTURE,424.051(b),GC,F3
53990028,3900,bin_39_riot_obstruction_disorderly_conduct,IMPAIR/INTERRUPT CRITICAL INFRAST OPERATION,424.052(b),GC,FS
53990029,3900,bin_39_riot_obstruction_disorderly_conduct,INTEND  TO DAMAGE/DESTROY CRITICAL INFRAST,424.053(b),GC,FS
53990030,3900,bin_39_riot_obstruction_disorderly_conduct,INTEND TO IMPAIR/INTERRUPT CRITICAL INFRA OPER,424.054(b),GC,MA
53999999,3900,bin_39_riot_obstruction_disorderly_conduct,PUBLIC PEACE CLASS C,CLASS C,X,MC
54010003,4100,,,,,
54010005,4100,,,,,
54010007,4100,bin_41_vehicle_use_accident,ACCIDENT INVOLVING INJURY,550.021(c)(2),TRC,F*
54010008,4100,bin_41_vehicle_use_accident,ACCIDENT INVOLVING DEATH,550.021(c)(1)(A),TRC,F2
54010009,4100,bin_41_vehicle_use_accident,ACCIDENT INVOLVING SERIOUS BODILY INJURY,550.021(c)(1)(B),TRC,F3
54010010,4100,bin_41_vehicle_use_accident,ACCIDENT INVOLVING DAMAGE TO VEHICLE>=$200,550.022(c)(2),TRC,MB
54020003,2200,bin_22_drugs_paraphernalia,TRANSFER PRODUCT CONTAINING EPHEDRINE ENH,431.022,HSC,MB
54020005,2200,bin_22_drugs_paraphernalia,POSS  TRANSPORT ANHYDROUS AMMONIA,504.001,HSC,F3
54020006,2200,bin_22_drugs_paraphernalia,POSS TRAN ANHYDROUS AMMONIA USE/TAMPER W/EQUIP,481.1245,HSC,F3
54040000,4200,,,,,
54040005,4200,,,,,
54040009,4200,bin_42_alcohol_accident,DRIVING WHILE INTOXICATED,49.04,PC,MB
54040010,4200,bin_42_alcohol_accident,DRIVING WHILE INTOXICATED 2ND,49.09(a),PC,MA
54040011,4200,bin_42_alcohol_accident,DRIVING WHILE INTOXICATED 3RD OR MORE IAT,49.09(b),PC,F3
54040012,4200,bin_42_alcohol_accident,DRIVING WHILE INTOXICATED/OPEN ALCH CONTAINER,49.04(c),PC,MB
54040013,4200,bin_42_alcohol_accident,DRIVING UNDER INFLUENCE MINOR 3RD-ENH,106.041,ABC,M*
54040014,4200,bin_42_alcohol_accident,DRIVING WHILE INTOXICATED BAC >= 0.15,49.04(d),PC,MA
54040015,4200,bin_42_alcohol_accident,INTOX ASSLT CAUSES BRAIN INJ VEGETATIVE STATE,49.09(b-4),PC,F2
54040020,4200,bin_42_alcohol_accident,DWI W/PREV INTOXICATION MANSLAGHT CONV IAT,49.09(b),PC,F3
54040021,4200,,,,,
54040022,4200,bin_42_alcohol_accident,BOATING WHILE INTOXICATED,49.06(b),PC,MB
54040023,4200,bin_42_alcohol_accident,BOATING WHILE INTOXICATED 2ND,49.09(a),PC,MA
54040024,4200,bin_42_alcohol_accident,BOATING WHILE INTOXICATED 3RD OR MORE IAT,49.09(b),PC,F3
54040025,4200,bin_42_alcohol_accident,FLYING WHILE INTOXICATED,49.05(b),PC,MB
54040026,4200,bin_42_alcohol_accident,FLYING WHILE INTOXICATED 2ND,49.09(a),PC,MA
54040027,4200,bin_42_alcohol_accident,FLYING WHILE INTOXICATED 3RD OR MORE IAT,49.09(b),PC,F3
54040028,4200,bin_42_alcohol_accident,DRIVING WHILE INTOXICATED W/CHILD UNDER 15 YOA,49.045(b),PC,FS
54040029,4200,bin_42_alcohol_accident,FLYING INTOX W/PREV INTOX MANSLAGHT CONV IAT,49.09(b),PC,F3
54040030,4200,bin_42_alcohol_accident,BOATING INTX W/PREV INTOX MANSLAGHT CONV IAT,49.09(b),PC,F3
54040031,4200,bin_42_alcohol_accident,INTOX MANSLTR CAUSE DEATH PEACE OFC/FIRE/EMS,49.09(b-2),PC,F1
54040032,4200,bin_42_alcohol_accident,INTOXICATION ASSAULT W/VEHICLE SBI,49.07(c),PC,F3
54040033,4200,bin_42_alcohol_accident,INTOXICATION MANSLAUGHTER W/VEHICLE,49.08(b),PC,F2
54040034,4200,bin_42_alcohol_accident,INTOX ASSLT CAUSE SBI FIREFIGHT/EMS IAT,49.09(b-1)(1),PC,F2
54040035,4200,bin_42_alcohol_accident,INTOX ASSLT CAUSE SBI PEACE OFFICER/JUDGE IAT,49.09(b-1)(2),PC,F1
54040036,4200,bin_42_alcohol_accident,DWI W/CHILD UNDER 15 YOA W/PREV INTOX MAN IAT,49.09(b),PC,F3
54040037,4200,bin_42_alcohol_accident,DWI W/CHILD UNDER 15 YOA 3RD OR MORE IAT,49.09(b),PC,F3
54990003,4200,,,,,
54990007,4200,bin_42_alcohol_accident,DUTY ON STRIKING UNATTENDED VEHICLE,550.024(b)(2),TRC,MB
54990008,4200,bin_42_alcohol_accident,DUTY ON STRIKING FIXTURE/HWY LANDSCAPE>=$200,550.025(b)(2),TRC,MB
54990009,4100,bin_41_vehicle_use_accident,ACCIDENT REPORT FALSE INFORMATION,601.004(i),TRC,M*
54990010,4100,bin_41_vehicle_use_accident,OPERATE MOTOR VEHICLE W/O FINANCIAL RESPONSIBI,601.195(b),TRC,M*
54990022,4100,bin_41_vehicle_use_accident,OVERSIZED OVERWEIGHT VEHCILES W/PREV CONVIC,622.017,TRC,M*
54990023,4100,bin_41_vehicle_use_accident,AXLE LOAD RESTRICTION W/PREV CONVIC,622.136,TRC,M*
54990024,4100,bin_41_vehicle_use_accident,VEHICLE TRANSP SOLID WASTE W/PREV CONVIC,623.165,TRC,M*
54990025,4100,bin_41_vehicle_use_accident,LICENSE CARRIED/EXHIBITED ON DEMAND 3RD,521.025,TRC,M*
